

Sign up
Forgot your password?
Remember me

    About
    Corpus
    Dictionary
    Auxiliaries

Lemma reverse dictionary

ä

by

records

17 093 records were found.
No 	lemma 	part of speech
9745 	edelespei 	ADV
9746 	orei-karei 	NOUN
9747 	arherei 	NOUN
9748 	galerei 	NOUN
9749 	kuvagalerei 	NOUN
9750 	irei 	ADJ
9751 	kisei 	NOUN
9752 	farisei 	NOUN
9753 	ühtei 	ADV
9754 	uhtei 	ADV
9755 	vei 	NOUN
9756 	muzei 	NOUN
9757 	taideh||muzei 	NOUN
9758 	kägi 	NOUN
9759 	lagi 	NOUN
9760 	pälagi 	NOUN
9761 	sulagi 	NOUN
9762 	mägi 	NOUN
9763 	jämägi 	NOUN
9764 	hüppindmägi 	NOUN
9765 	lämoi||mägi 	NOUN
9766 	Voipunmägi 	PROPN (singularia tantum)
9767 	Mustmägi 	PROPN
9768 	vägi 	NOUN
9769 	panda vägi 	PHRASE (Verb group)
9770 	otta vägi 	PHRASE (Verb group)
9771 	liža||vägi 	NOUN (singularia tantum)
9772 	ičevägi 	NOUN (singularia tantum)
9773 	käzivägi 	NOUN
9774 	akvägi 	NOUN (singularia tantum)
9775 	mužik||vägi 	NOUN
9776 	nürk||vägi 	NOUN (singularia tantum)
9777 	man||vägi 	NOUN (singularia tantum)
9778 	vedenvägi 	NOUN (singularia tantum)
9779 	londusen||vägi 	NOUN
9780 	hebonvägi 	NOUN (singularia tantum)
9781 	radonvägi 	NOUN (singularia tantum)
9782 	elonvägi 	NOUN (singularia tantum)
9783 	vedovägi 	NOUN
9784 	keskuzpagovägi 	NOUN (singularia tantum)
9785 	tegovägi 	NOUN (singularia tantum)
9786 	tazovägi 	NOUN
9787 	lihaz||vägi 	NOUN
9788 	regi 	NOUN
9789 	heinregi 	NOUN
9790 	bigi 	ADJ
9791 	jogi 	NOUN
9792 	Jordanjogi 	PROPN (singularia tantum)
9793 	röun||jogi 	NOUN (singularia tantum)
9794 	nogi 	NOUN
9795 	tugi 	NOUN
9796 	rahatugi 	NOUN
9797 	sel’gtugi 	NOUN
9798 	konzgi 	ADV
9799 	lohi 	NOUN (animate)
9800 	tohi 	NOUN
9801 	gluhi 	ADJ
9802 	Serbii 	PROPN (singularia tantum)
9803 	assimil’acii 	NOUN
9804 	artikul’acii 	NOUN (singularia tantum)
9805 	aprobacii 	NOUN
9806 	delegacii 	NOUN
9807 	aviacii 	NOUN (singularia tantum)
9808 	akacii 	NOUN
9809 	nominacii 	NOUN
9810 	intonacii 	NOUN
9811 	deklaracii 	NOUN
9812 	man||röun||deklaracii 	NOUN
9813 	operacii 	NOUN
9814 	emigracii 	NOUN (singularia tantum)
9815 	administracii 	NOUN (singularia tantum)
9816 	demonstracii 	NOUN
9817 	agitacii 	NOUN
9818 	diskantacii 	NOUN
9819 	prezentacii 	NOUN
9820 	dissertacii 	NOUN
9821 	organizacii 	NOUN
9822 	ecii 	NOUN
9823 	mecii 	NOUN
9824 	kaičii 	ADJ
9825 	kaičii 	NOUN
9826 	kelastuz-kaičii 	PHRASE
9827 	mecankaičii 	NOUN (animate)
9828 	babičii 	NOUN
9829 	rambicii 	NOUN
9830 	bobičii 	NOUN
9831 	tradicii 	NOUN
9832 	žalleičii 	ADJ
9833 	abunpakičii 	NOUN
9834 	mokičii 	NOUN
9835 	valičii 	NOUN
9836 	peit||policii 	NOUN
9837 	surmičii 	NOUN
9838 	arboičii 	NOUN
9839 	besedoičii 	NOUN
9840 	abidoičii 	NOUN
9841 	lahjoičii 	NOUN
9842 	varjoičii 	NOUN
9843 	majakan||varjoičii 	NOUN
9844 	maröunanvarjoičii 	NOUN
9845 	matkoičii 	NOUN
9846 	starinoičii 	NOUN
9847 	vedenmäricii 	NOUN
9848 	taričii 	NOUN
9849 	keričii 	NOUN
9850 	kozičii 	NOUN
9851 	oppozicii 	NOUN
9852 	akcii 	NOUN
9853 	reakcii 	NOUN
9854 	abstrakcii 	NOUN
9855 	lekcii 	NOUN
9856 	rekcii 	NOUN
9857 	Francii 	PROPN
9858 	raudtestancii 	NOUN
9859 	gidrostancii 	NOUN
9860 	intelligencii 	NOUN (singularia tantum)
9861 	konferencii 	NOUN
9862 	Turcii 	PROPN (singularia tantum)
9863 	evol’ucii 	NOUN (singularia tantum)
9864 	navedii 	NOUN
9865 	ičenavedii 	ADJ
9866 	lämännavedii 	ADJ
9867 	päivännavedii 	ADJ
9868 	todennavedii 	ADJ
9869 	puhthudennavedii 	ADJ
9870 	pil’vesennavedii 	ADJ
9871 	radonnavedii 	ADJ
9872 	elonnavedii 	ADJ
9873 	elonnavedii 	NOUN
9874 	avtonavedii 	NOUN
9875 	Irlandii 	PROPN
9876 	Islandii 	PROPN
9877 	Indii 	PROPN
9878 	tundii 	NOUN
9879 	biologijantundii 	NOUN
9880 	genetikantundii 	NOUN
9881 	muzikan||tundii 	NOUN
9882 	oiktuden||tundii 	NOUN
9883 	melodii 	NOUN
9884 	parodii 	NOUN
9885 	vodii 	NOUN
9886 	sudii 	NOUN
9887 	kel’studii 	NOUN
9888 	kuvastudii 	NOUN
9889 	taidehstudii 	NOUN
9890 	kinostudii 	NOUN
9891 	geografii 	NOUN
9892 	orfografii 	NOUN
9893 	bibliografii 	NOUN
9894 	leksikografii 	NOUN
9895 	demografii 	NOUN (singularia tantum)
9896 	etnografii 	NOUN (singularia tantum)
9897 	nägii 	ADJ
9898 	nägii 	NOUN
9899 	sil’minnägii 	NOUN
9900 	loithonägii 	ADJ
9901 	edahaksnägii 	ADJ
9902 	Tegii 	PROPN
9903 	tegii 	NOUN
9904 	nimetoi tegii 	PHRASE (Noun group)
9905 	pahantegii 	NOUN
9906 	kirjantegii 	NOUN
9907 	grähkantegii 	NOUN
9908 	grähkäntegii 	NOUN
9909 	muzikantegii 	NOUN
9910 	heinäntegii 	NOUN
9911 	hüväntegii 	NOUN
9912 	kuvantegii 	NOUN
9913 	päčin||tegii 	NOUN
9914 	bučintegii 	NOUN
9915 	radon||tegii 	NOUN
9916 	augontegii 	NOUN
9917 	kibuntegii 	ADJ
9918 	Norvegii 	PROPN (singularia tantum)
9919 	Belgii 	PROPN
9920 	metodologii 	NOUN
9921 	ideologii 	NOUN (singularia tantum)
9922 	geologii 	NOUN (singularia tantum)
9923 	mifologii 	NOUN
9924 	morfologii 	NOUN
9925 	biologii 	NOUN (singularia tantum)
9926 	ekologii 	NOUN (singularia tantum)
9927 	leksikologii 	NOUN
9928 	etimologii 	NOUN (singularia tantum)
9929 	hronologii 	NOUN (singularia tantum)
9930 	antropologii 	NOUN
9931 	allergii 	NOUN
9932 	energii 	NOUN (singularia tantum)
9933 	läm’||energii 	NOUN
9934 	hirurgii 	NOUN (singularia tantum)
9935 	liturgii 	NOUN
9936 	lugii 	NOUN
9937 	lekcijan||lugii 	NOUN
9938 	Čehii 	PROPN
9939 	rouhii 	NOUN
9940 	säkii 	ADJ
9941 	Slovakii 	PROPN (singularia tantum)
9942 	boikii 	ADJ
9943 	general’skii 	ADJ
9944 	käskii 	NOUN
9945 	käskii 	ADJ
9946 	vologodskii 	ADJ
9947 	Portugalii 	PROPN (singularia tantum)
9948 	Avstralii 	PROPN
9949 	Italii 	PROPN
9950 	bahvalii 	NOUN
9951 	Biblii 	PROPN
9952 	omblii 	NOUN
9953 	kaclii 	NOUN
9954 	kundlii 	NOUN
9955 	radionkundlii 	NOUN
9956 	keradelii 	NOUN
9957 	sidelii 	NOUN
9958 	likundelii 	NOUN
9959 	kukerdelii 	NOUN
9960 	koiverdelii 	NOUN
9961 	Evangelii 	PROPN
9962 	imeskelii 	ADJ
9963 	hihtändambuskelii 	NOUN
9964 	ozatelii 	NOUN
9965 	kuvitelii 	NOUN
9966 	mel’kuvitelii 	NOUN
9967 	huiktelii 	ADJ
9968 	laškotelii 	NOUN
9969 	lauč||voibištelii 	NOUN
9970 	velovoibištelii 	NOUN
9971 	moto||voibištelii 	NOUN
9972 	avtovoibištelii 	NOUN
9973 	haikostelii 	NOUN
9974 	arvostelii 	NOUN
9975 	küzelii 	NOUN
9976 	Anglii 	PROPN
9977 	kirjailii 	NOUN
9978 	vezi||lilii 	NOUN
9979 	familii 	NOUN
9980 	runoilii 	NOUN
9981 	Brazilii 	PROPN
9982 	kollii 	NOUN
9983 	olii 	NOUN
9984 	kolii 	ADJ
9985 	kolii 	NOUN
9986 	kanslii 	NOUN
9987 	hondoinkulii 	NOUN
9988 	tulii 	ADJ
9989 	pagižlii 	ADJ
9990 	mii 	PRON
9991 	lämii 	NOUN
9992 	akademii 	NOUN
9993 	imii 	NOUN
9994 	himii 	NOUN (singularia tantum)
9995 	marjan||poimii 	NOUN
9996 	agronomii 	NOUN (singularia tantum)
9997 	avtonomii 	NOUN
9998 	kortomii 	NOUN
9999 	armii 	NOUN
10000 	Albanii 	PROPN
10001 	Danii 	PROPN
10002 	siričimänii 	NOUN (animate)
10003 	Romanii 	PROPN (singularia tantum)
10004 	Germanii 	PROPN
10005 	kegonpanii 	NOUN
10006 	augonpanii 	NOUN
10007 	Ispanii 	PROPN
10008 	Britanii 	PROPN
10009 	Sur’ Britanii 	PROPN (singularia tantum)
10010 	svad’ebnii 	ADJ
10011 	bednii 	ADJ
10012 	genii 	NOUN
10013 	paha genii 	PHRASE
10014 	hüvä genii 	PHRASE
10015 	Armenii 	PROPN
10016 	proššenii 	NOUN
10017 	Slovenii 	PROPN (singularia tantum)
10018 	suženii 	NOUN
10019 	lendand|linii 	NOUN
10020 	lendand||linii 	NOUN
10021 	al’uminii 	NOUN (singularia tantum)
10022 	molnii 	NOUN
10023 	malorannii 	ADJ
10024 	rajonnii 	ADJ
10025 	Makedonii 	PROPN (singularia tantum)
10026 	Japonii 	PROPN (singularia tantum)
10027 	postoronii 	ADJ
10028 	Bosnii 	PROPN
10029 	beznad’ožnii 	ADJ
10030 	orfoepii 	NOUN
10031 	kopii 	NOUN
10032 	mägi||hüppii 	NOUN
10033 	arii 	NOUN
10034 	gerbarii 	NOUN
10035 	Šveicarii 	PROPN (singularia tantum)
10036 	Bolgarii 	PROPN
10037 	bakterii 	NOUN
10038 	kibubakterii 	NOUN
10039 	rindatuzkategorii 	NOUN
10040 	laboratorii 	NOUN
10041 	konservatorii 	NOUN
10042 	istorii 	NOUN
10043 	geometrii 	NOUN (singularia tantum)
10044 	sestrii 	NOUN
10045 	industrii 	NOUN (singularia tantum)
10046 	Avstrii 	PROPN
10047 	počtan||kandišii 	NOUN
10048 	joksii 	NOUN
10049 	piga||joksii 	NOUN
10050 	marafon||joksii 	NOUN
10051 	pensii 	NOUN
10052 	hosii 	NOUN
10053 	agressii 	NOUN
10054 	komissii 	NOUN
10055 	diskussii 	NOUN
10056 	demokratii 	NOUN (singularia tantum)
10057 	bürokratii 	NOUN
10058 	Horvatii 	PROPN
10059 	kadehtii 	ADJ
10060 	kadehtii 	NOUN
10061 	astii 	NOUN
10062 	boba-astii 	NOUN
10063 	lem’||astii 	NOUN
10064 	kül’bendastii 	NOUN
10065 	märičendastii 	NOUN
10066 	čaiastii 	NOUN
10067 	voiastii 	NOUN
10068 	nahkastii 	NOUN
10069 	muil||astii 	NOUN
10070 	Moldavii 	PROPN
10071 	nalog||kodvii 	NOUN
10072 	Latvii 	PROPN (singularia tantum)
10073 	Azii 	PROPN (singularia tantum)
10074 	gimnazii 	NOUN
10075 	kel’gimnazii 	NOUN
10076 	vähänpagižii 	ADJ
10077 	čominpagižii 	ADJ
10078 	Gruzii 	PROPN
10079 	ei sinna da ei tänna-ki 	PHRASE
10080 	ei ole se, dai ei ole nece-ki 	PHRASE
10081 	muite-ki 	PHRASE
10082 	ken kus-ki 	PHRASE
10083 	gor’o-gor’ki 	ADJ
10084 	anitaki 	ADV
10085 	kohtački 	ADV
10086 	kulakočki 	ADV
10087 	abučki 	ADV
10088 	diki 	ADV
10089 	hakki 	NOUN (singularia tantum)
10090 	kuti vihmal iški 	PHRASE
10091 	levedali 	ADV
10092 	randali 	ADV
10093 	tägäli 	ADV
10094 	sigäli 	ADV
10095 	kugali 	ADV
10096 	edahali 	ADV
10097 	alahali 	ADV
10098 	ülähäli 	ADV
10099 	pit’käli 	ADV
10100 	nakkali 	ADV
10101 	läheli 	ADV
10102 	läheli 	PREP
10103 	toiželi 	ADV
10104 	poikpoli 	PREP
10105 	täsli 	ADV
10106 	jesli 	SCONJ
10107 	orgosli 	ADV
10108 	kusli 	ADV
10109 	nakusli 	ADV
10110 	mi kädehe tuli 	PHRASE (Verb group)
10111 	mi 	SCONJ
10112 	mi 	PRON
10113 	koje-mi 	PRON (singularia tantum)
10114 	murtsil’mi 	ADV
10115 	rodimi 	ADJ
10116 	nimi 	NOUN
10117 	nimi 	PRON
10118 	ala||nimi 	NOUN
10119 	ezinimi 	NOUN
10120 	peitnimi 	NOUN
10121 	arvnimi 	NOUN
10122 	neidiž||nimi 	NOUN
10123 	erižnimi 	NOUN
10124 	närituznimi 	NOUN
10125 	suomi 	NOUN (singularia tantum)
10126 	lumi 	NOUN
10127 	ni 	PART
10128 	kuverz’-ni 	PRON
10129 	kuna-ni 	ADV
10130 	mitte-ni 	PRON
10131 	ken-ni 	PRON
10132 	kus-ni 	ADV
10133 	kut-ni 	ADV
10134 	konz-ni 	ADV
10135 	ani 	ADV
10136 	rodni 	ADJ
10137 	te langeni 	PHRASE
10138 	käta murgni 	PHRASE
10139 	kuni... sini 	SCONJ
10140 	žalanni 	ADJ
10141 	arni 	ADV
10142 	murni 	ADV
10143 	udatni 	ADJ
10144 	uni 	NOUN
10145 	vauged uni 	PHRASE (Noun group)
10146 	kuni 	SCONJ
10147 	sihesai... kuni 	SCONJ
10148 	homendezuni 	NOUN (singularia tantum)
10149 	tervehtoituzuni 	NOUN
10150 	oi 	INTJ
10151 	baboi 	NOUN
10152 	reboi 	NOUN
10153 	pohjoižreboi 	NOUN
10154 	lemboi 	NOUN
10155 	arboi 	NOUN
10156 	korboi 	NOUN
10157 	häčoi 	NOUN
10158 	mecoi 	NOUN (animate)
10159 	emämecoi 	NOUN
10160 	pecoi 	NOUN
10161 	čočoi 	ADJ
10162 	redu||bučoi 	NOUN
10163 	pučoi 	NOUN (animate)
10164 	dedoi 	NOUN
10165 	čindoi 	NOUN (singularia tantum)
10166 	kudoi 	NOUN
10167 	kägöi 	NOUN (singularia tantum)
10168 	ühtnägoi 	ADV
10169 	haugoi 	NOUN
10170 	mugoi 	PRON
10171 	jauhoi 	NOUN
10172 	hahkoi 	NOUN
10173 	rahkoi 	NOUN
10174 	päčinrahkoi 	NOUN
10175 	čikoi 	NOUN
10176 	Pühikoi 	PROPN
10177 	kroikoi 	NOUN
10178 	rikoi 	NOUN
10179 	pökoi 	NOUN
10180 	Petroskoi 	PROPN
10181 	uskoi 	NOUN
10182 	vähäuskoi 	ADJ
10183 	jumalanuskoi 	NOUN
10184 	jaugad ei kantkoi 	PHRASE (Verb group)
10185 	kotkoi 	NOUN
10186 	bukoi 	NOUN
10187 	kukoi 	NOUN
10188 	kurdeh kukoi 	PHRASE
10189 	torakukoi 	NOUN
10190 	merikukoi 	NOUN
10191 	pörukukoi 	NOUN
10192 	naloi 	NOUN
10193 	huriloi 	NOUN
10194 	silöi 	NOUN
10195 	siloi 	ADV
10196 	muloi 	ADV
10197 	möi 	NOUN
10198 	lämoi 	NOUN
10199 	sada lämoi 	PHRASE
10200 	liža||lämoi 	NOUN
10201 	olimpiad||lämoi 	NOUN
10202 	telämoi 	NOUN
10203 	raudtelämoi 	NOUN
10204 	ezilämoi 	NOUN (singularia tantum)
10205 	reklam||lämoi 	NOUN
10206 	majakan||lämoi 	NOUN
10207 	mamoi 	NOUN (animate)
10208 	ičemoi 	PRON (possesive, pluralia tantum)
10209 	nägemoi 	INTJ
10210 	kesknemoi 	ADV
10211 	ahmoi 	NOUN
10212 	hahmoi 	NOUN
10213 	inehmoi 	NOUN
10214 	kuhmoi 	ADJ
10215 	nühmoi 	NOUN
10216 	ičimoi 	PRON
10217 	lämmoi 	NOUN
10218 	oluden||möi 	NOUN
10219 	lehten||möi 	NOUN
10220 	pormoi 	NOUN
10221 	Noi 	PROPN (singularia tantum)
10222 	jänoi 	NOUN
10223 	edenoi 	NOUN
10224 	rahnoi 	NOUN (animate)
10225 	palolopoi 	NOUN
10226 	geroi 	NOUN
10227 	Radgeroi 	PROPN
10228 	söi 	NOUN
10229 	nenavašoi 	NOUN
10230 	magedan||söi 	NOUN
10231 	korensöi 	NOUN
10232 	kazvmuzsöi 	ADJ
10233 	toi 	NOUN
10234 	tabatoi 	ADJ
10235 	tutabatoi 	ADJ
10236 	mecatoi 	ADJ
10237 	valdatoi 	ADJ
10238 	händatoi 	ADJ
10239 	randatoi 	ADJ
10240 	ižandatoi 	ADJ
10241 	uskondatoi 	ADJ
10242 	sel’grodatoi 	ADJ
10243 	bardatoi 	ADJ
10244 	raudatoi 	ADJ
10245 	igätoi 	ADJ
10246 	vigatoi 	ADJ
10247 	langatoi 	ADJ
10248 	kengätoi 	ADJ
10249 	jaugatoi 	NOUN
10250 	pahatoi 	ADJ
10251 	rahatoi 	ADJ
10252 	rahvahatoi 	ADJ
10253 	tarbhatoi 	ADJ
10254 	lihatoi 	ADJ
10255 	puhthatoi 	ADJ
10256 	jätoi 	ADJ
10257 	idejatoi 	ADJ
10258 	agjatoi 	ADJ
10259 	lahjatoi 	ADJ
10260 	pohjatoi 	ADJ
10261 	partijatoi 	ADJ
10262 	harjatoi 	ADJ
10263 	lujatoi 	ADJ
10264 	azjatoi 	ADJ
10265 	mužikatoi 	ADJ
10266 	tarkatoi 	ADJ
10267 	kalatoi 	ADJ
10268 	jumalatoi 	NOUN
10269 	jumalatoi 	ADJ
10270 	solatoi 	ADJ
10271 	matoi 	ADJ
10272 	il’matoi 	ADJ
10273 	sil’mätoi 	ADJ
10274 	varaidamatoi 	ADJ
10275 	pidämätoi 	ADJ
10276 	pidämatoi 	ADJ
10277 	vastusenpidämatoi 	ADJ
10278 	el’gendamatoi 	ADJ
10279 	opendamatoi 	ADJ
10280 	jagamatoi 	ADJ
10281 	hamatoi 	ADJ
10282 	ajamatoi 	ADJ
10283 	hijamatoi 	ADJ
10284 	elämatoi 	ADJ
10285 	pidätamatoi 	NOUN
10286 	adivoičetamatoi 	ADJ
10287 	meletamatoi 	ADJ
10288 	heretamatoi 	ADJ
10289 	hengahtamatoi 	ADJ
10290 	armahtamatoi 	ADJ
10291 	vajehtamatoi 	ADJ
10292 	unohtamatoi 	ADJ
10293 	kadotamatoi 	ADJ
10294 	augotamatoi 	ADJ
10295 	harotamatoi 	ADJ
10296 	azotamatoi 	ADJ
10297 	varastamatoi 	ADJ
10298 	tedištamatoi 	ADJ
10299 	todištamatoi 	ADJ
10300 	arvostamatoi 	ADJ
10301 	sabustamatoi 	ADJ
10302 	endustamatoi 	ADJ
10303 	keskustamatoi 	ADJ
10304 	vastustamatoi 	ADJ
10305 	abutamatoi 	ADJ
10306 	pördutamatoi 	ADJ
10307 	allekirjutamatoi 	ADJ
10308 	seižutamatoi 	NOUN
10309 	kacmatoi 	ADJ
10310 	kucmatoi 	ADJ
10311 	kel’dmätoi 	ADJ
10312 	tedmatoi 	ADJ
10313 	märan||tedmatoi 	ADJ
10314 	varaidmatoi 	ADJ
10315 	kändmatoi 	ADJ
10316 	tundmatoi 	ADJ
10317 	kudmatoi 	ADJ
10318 	homaičematoi 	ADJ
10319 	žalleičematoi 	ADJ
10320 	pakičematoi 	ADJ
10321 	märičematoi 	ADJ
10322 	lugematoi 	ADJ
10323 	ridlematoi 	ADJ
10324 	kändlematoi 	ADJ
10325 	kundlematoi 	ADJ
10326 	sistematoi 	ADJ
10327 	nähmatoi 	ADJ
10328 	tehmatoi 	ADJ
10329 	vihmatoi 	ADJ
10330 	naimatoi 	ADJ
10331 	holimatoi 	ADJ
10332 	haugoimatoi 	ADJ
10333 	tahtoimatoi 	ADJ
10334 	hüväntahtoimatoi 	ADJ
10335 	iznesimatoi 	ADJ
10336 	käskmatoi 	ADJ
10337 	laskmatoi 	ADJ
10338 	koskmatoi 	ADJ
10339 	uskmatoi 	ADJ
10340 	ridelmatoi 	ADJ
10341 	huiktelmatoi 	ADJ
10342 	kolmatoi 	ADJ
10343 	sidomatoi 	ADJ
10344 	jauhomatoi 	ADJ
10345 	azomatoi 	ADJ
10346 	ripmatoi 	ADJ
10347 	lopmatoi 	ADJ
10348 	tirpmatoi 	ADJ
10349 	maksmatoi 	NOUN
10350 	mahtmatoi 	ADJ
10351 	ehtmatoi 	ADJ
10352 	rohtmatoi 	ADJ
10353 	heitmatoi 	ADJ
10354 	keitmatoi 	ADJ
10355 	kitmatoi 	ADJ
10356 	erigoitmatoi 	ADJ
10357 	sel’genzoitmatoi 	ADJ
10358 	ustavzoitmatoi 	ADJ
10359 	toštmatoi 	ADJ
10360 	täutmatoi 	ADJ
10361 	kül’dümatoi 	ADJ
10362 	jädumatoi 	ADJ
10363 	nägumatoi 	ADJ
10364 	läbi||nägumatoi 	ADJ
10365 	likumatoi 	ADJ
10366 	kulumatoi 	ADJ
10367 	sanumatoi 	ADJ
10368 	tervehtumatoi 	ADJ
10369 	sättumatoi 	ADJ
10370 	päzumatoi 	ADJ
10371 	läbipäzumatoi 	ADJ
10372 	väzumatoi 	ADJ
10373 	kožumatoi 	ADJ
10374 	küzumatoi 	ADJ
10375 	pezmatoi 	ADJ
10376 	sanatoi 	ADJ
10377 	disciplinatoi 	ADJ
10378 	iknatoi 	ADJ
10379 	personatoi 	ADJ
10380 	röunatoi 	ADJ
10381 	pätoi 	ADJ
10382 	märatoi 	ADJ
10383 	paratoi 	ADJ
10384 	oksatoi 	ADJ
10385 	tatoi 	NOUN
10386 	sel’ktatoi 	ADJ
10387 	huiktatoi 	ADJ
10388 	procentatoi 	ADJ
10389 	pasportatoi 	ADJ
10390 	pojavatoi 	ADJ
10391 	ustavatoi 	ADJ
10392 	kodvatoi 	ADJ
10393 	korvatoi 	ADJ
10394 	razvatoi 	ADJ
10395 	pezatoi 	ADJ
10396 	aižatoi 	ADJ
10397 	ližatoi 	ADJ
10398 	ozatoi 	ADJ
10399 	ičetoi 	PRON (possesive, pluralia tantum)
10400 	kädetoi 	NOUN
10401 	vedetoi 	ADJ
10402 	kündetoi 	ADJ
10403 	oiktudetoi 	ADJ
10404 	jäl’getoi 	ADJ
10405 	el’getoi 	ADJ
10406 	sel’getoi 	ADJ
10407 	ol’getoi 	ADJ
10408 	mägetoi 	ADJ
10409 	vägetoi 	NOUN
10410 	painegetoi 	ADJ
10411 	azegetoi 	ADJ
10412 	hengetoi 	ADJ
10413 	keletoi 	ADJ
10414 	meletoi 	ADJ
10415 	holetoi 	ADJ
10416 	südäimetoi 	ADJ
10417 	nimetoi 	ADJ
10418 	lumetoi 	ADJ
10419 	änetoi 	ADJ
10420 	kesknetoi 	ADV
10421 	onetoi 	ADJ
10422 	unetoi 	ADJ
10423 	koretoi 	ADJ
10424 	lapsetoi 	ADJ
10425 	tugedusetoi 	ADJ
10426 	alandusetoi 	ADJ
10427 	järgendusetoi 	ADJ
10428 	londusetoi 	ADJ
10429 	kündusetoi 	ADJ
10430 	katusetoi 	NOUN
10431 	satusetoi 	ADJ
10432 	lehtetoi 	ADJ
10433 	pil’vetoi 	ADJ
10434 	kivetoi 	ADJ
10435 	tulleižetoi 	ADJ
10436 	vihtoi 	ADV
10437 	ičitoi 	PRON
10438 	koditoi 	ADJ
10439 	tulleitoi 	NOUN
10440 	lagitoi 	ADJ
10441 	vägitoi 	ADJ
10442 	suugitoi 	ADJ
10443 	hambhitoi 	ADJ
10444 	vaihitoi 	ADJ
10445 	moralitoi 	ADJ
10446 	alkogolitoi 	ADJ
10447 	sil’mitoi 	ADJ
10448 	abidoitoi 	ADJ
10449 	regularitoi 	ADJ
10450 	vestitoi 	ADJ
10451 	perspektivitoi 	ADJ
10452 	sarvitoi 	ADJ
10453 	tantoi 	ADV
10454 	radotoi 	NOUN
10455 	radotoi 	ADJ
10456 	tedotoi 	ADJ
10457 	maidotoi 	ADJ
10458 	aldotoi 	ADJ
10459 	elotoi 	ADJ
10460 	ilotoi 	ADJ
10461 	armotoi 	ADJ
10462 	airotoi 	ADJ
10463 	mahtotoi 	ADJ
10464 	tahtotoi 	ADJ
10465 	ahavotoi 	ADJ
10466 	toivotoi 	ADJ
10467 	arvotoi 	ADJ
10468 	alastoi 	ADJ
10469 	abutoi 	ADJ
10470 	lebutoi 	ADJ
10471 	kibutoi 	ADJ
10472 	plodutoi 	ADJ
10473 	magutoi 	ADJ
10474 	lugutoi 	ADJ
10475 	čuhutoi 	ADJ
10476 	hajutoi 	ADJ
10477 	mujutoi 	ADJ
10478 	tulkutoi 	ADJ
10479 	pilutoi 	ADJ
10480 	loputoi 	ADJ
10481 	sütoi 	ADJ
10482 	maksutoi 	ADJ
10483 	melentartutoi 	ADJ
10484 	kožutoi 	ADJ
10485 	voi 	INTJ
10486 	voi 	NOUN (singularia tantum)
10487 	sulatud voi 	PHRASE
10488 	pühävoi 	NOUN
10489 	mavoi 	NOUN
10490 	oliva||voi 	NOUN (singularia tantum)
10491 	nevoi 	NOUN (animate)
10492 	argvoi 	NOUN (singularia tantum)
10493 	kodivoi 	NOUN (singularia tantum)
10494 	pihtan||voi 	NOUN (singularia tantum)
10495 	čirvoi-varvoi 	NOUN (singularia tantum)
10496 	reduvarvoi 	NOUN
10497 	sauvoi 	NOUN
10498 	puvoi 	NOUN
10499 	muražvoi 	NOUN
10500 	murahaiž||voi 	NOUN (singularia tantum)
10501 	hibuzvoi 	NOUN (singularia tantum)
10502 	kukuruzvoi 	NOUN (singularia tantum)
10503 	kesknezoi 	ADV
10504 	čanžoi 	NOUN
10505 	pi 	NOUN
10506 	širi-šari 	ADV
10507 	tari 	VERB (unchangeable)
10508 	ümbri 	PREP
10509 	ümbri 	POSTP
10510 	matk mas ümbri 	PHRASE
10511 	vodes ümbri 	PHRASE
10512 	tedri 	NOUN
10513 	meri 	NOUN
10514 	valdmeri 	NOUN
10515 	veri 	NOUN
10516 	son’veri 	NOUN (singularia tantum)
10517 	koveri 	ADV
10518 	viri 	NOUN
10519 	žüri 	NOUN
10520 	lat’t’asi 	VERB (reflexive)
10521 	pandasi 	VERB (reflexive)
10522 	lasktasi 	VERB (reflexive)
10523 	kumartasi 	VERB (reflexive)
10524 	kustasi 	VERB (reflexive)
10525 	taksi 	NOUN
10526 	oza lanksi 	PHRASE (Verb group)
10527 	horoši 	ADJ
10528 	ocatusi 	ADV
10529 	edatusi 	ADV
10530 	mödatusi 	ADV
10531 	kormatusi 	ADV
10532 	kädetusi 	ADV
10533 	lähetusi 	ADV
10534 	rigehtusi 	ADV
10535 	penal’ti 	NOUN
10536 	sebati 	ADV
10537 	ocati 	ADV
10538 	vedäda ocati 	PHRASE
10539 	rindati 	ADV
10540 	mödati 	ADV
10541 	möd-mödati 	ADV
10542 	edahati 	ADV
10543 	kaglati 	ADV
10544 	kohtati 	ADV
10545 	laptati 	ADV
10546 	ristati 	ADV
10547 	jäl’geti 	ADV
10548 	kesketi 	ADV
10549 	kaik sijad om kesketi 	PHRASE
10550 	ičeze kosketi 	PHRASE (Verb group)
10551 	päleti 	ADV
10552 	poleti 	ADV
10553 	vereti 	ADV
10554 	sireti 	ADV
10555 	pimed pičkahti 	PHRASE (Verb group)
10556 	kohtaiti 	ADV
10557 	vastaiti 	ADV
10558 	oikti 	ADV
10559 	tunkti 	ADV
10560 	hüpti 	ADV
10561 	kibedašti 	ADV
10562 	heledašti 	ADV
10563 	heredašti 	ADV
10564 	kaidašti 	ADV
10565 	abidašti 	ADV
10566 	aigašti 	ADV
10567 	pigašti 	ADV
10568 	ülipigašti 	ADV
10569 	edahašti 	ADV
10570 	ustavakahašti 	ADV
